subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://zora.uni-trier.de:11000/entity/Q290	Diderots	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moralphilosophie	Schon Diderots Übersetzung von Shaftesburys Inquiry concerning virtue and merit, die 1745 erscheint, dokumentiert sein lebhaftes Interesse an Fragen der Moralphilosophie, das ihn bis in sein Spätwerk, die Auseinandersetzung mit Hel-vetius und mit Seneca (1778/1782), begleitet.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2947	inceste	Inzestverbot	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt. Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt. Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	kritisch	In den 1740er Jahren macht Diderot Bekanntschaft mit den Materialisten La Mettrie und d'Holbach, dann auch mit Helvetius, dessen erfolgreiche Werke, De l'esprit (1758) und De l'homme (1773), er kritisch kommentieren wird, mit Rousseau, mit dem auch er sich entzweit, mit Jean le Rond d'Alembert und dem Baron Friedrich Melchior Grimm; nicht zu vergessen seine zahlreichen weiblichen Bekanntschaften, mit der intellektuellen Julie de l'Espinasse, Freundin d'Alemberts , und Sophie Volland, mit der ihn eine langjährige Liebschaft verbindet.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3521	Paris	Paris	Seit Mitte der 1750er Jahre arbeitet Diderot auch an der von Friedrich Melchior Grimm und Jakob Heinrich Meister herausgegebenen Zeitschrift Correspondance litteraire mit, die an europäischen Fürstenhöfen zirkuliert und die europäischen Führungseliten mit Nachrichten aus Paris versorgt.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2933	histoire	philosophiehistorischen Beiträgen	Neben seinen Aktivitäten als Herausgeber der Enzyklopädie und Publizist verfolgt Diderot seine philosophischen Interessen, auch in seinen (teilweise Johann Jakob Bruckers Philosophiegeschichte entlehnten) philosophiehistorischen Beiträgen zur Encyclopedie.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3039	philosophie	philosophiehistorischen Beiträgen	Neben seinen Aktivitäten als Herausgeber der Enzyklopädie und Publizist verfolgt Diderot seine philosophischen Interessen, auch in seinen (teilweise Johann Jakob Bruckers Philosophiegeschichte entlehnten) philosophiehistorischen Beiträgen zur Encyclopedie.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Menschen	In diesem anthropologisch-physiologischen Zusammenhang (Diderot, Elements de Physiologie, 1774) wird der Sinnesapparat des Menschen in seiner welterschließenden Funktion (vgl. das traditionsreiche Statuengleichnis bei Diderot und in Condillacs Traite des sensa-tions, 1754) ebenso thematisiert wie das Potenzial der Sinneswahrnehmung und deren mögliche Defizite (Spekulation über mögliche weitere als die fünf Sinne des Menschen, Untersuchungen an Blinden und Taubstummen), die Hierarchie der Sinne wie auch Traum und Wahnsinn als alternative Formen der Welterschließung.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3068	rêve	Traum	In diesem anthropologisch-physiologischen Zusammenhang (Diderot, Elements de Physiologie, 1774) wird der Sinnesapparat des Menschen in seiner welterschließenden Funktion (vgl. das traditionsreiche Statuengleichnis bei Diderot und in Condillacs Traite des sensa-tions, 1754) ebenso thematisiert wie das Potenzial der Sinneswahrnehmung und deren mögliche Defizite (Spekulation über mögliche weitere als die fünf Sinne des Menschen, Untersuchungen an Blinden und Taubstummen), die Hierarchie der Sinne wie auch Traum und Wahnsinn als alternative Formen der Welterschließung.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2915	folie	Wahnsinn	In diesem anthropologisch-physiologischen Zusammenhang (Diderot, Elements de Physiologie, 1774) wird der Sinnesapparat des Menschen in seiner welterschließenden Funktion (vgl. das traditionsreiche Statuengleichnis bei Diderot und in Condillacs Traite des sensa-tions, 1754) ebenso thematisiert wie das Potenzial der Sinneswahrnehmung und deren mögliche Defizite (Spekulation über mögliche weitere als die fünf Sinne des Menschen, Untersuchungen an Blinden und Taubstummen), die Hierarchie der Sinne wie auch Traum und Wahnsinn als alternative Formen der Welterschließung.
http://zora.uni-trier.de:11000/entity/Q290	Diderots	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2995	monstruosité	monstre	Das >monstre< hat einen festen Platz im Werk Diderots, in seiner Ästhetik ebenso wie in seiner Moralphilosophie (>monstre moral<).
http://zora.uni-trier.de:11000/entity/Q290	Diderots	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moralphilosophie	Das >monstre< hat einen festen Platz im Werk Diderots, in seiner Ästhetik ebenso wie in seiner Moralphilosophie (>monstre moral<).
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	Kunstkritiken	Seit 1759 besucht Diderot regelmäßig die Kunstausstellungen im Louvre, den in zweijährigem Rhythmus stattfindenden >Salon<. Bis 1781 verfasst er zahlreiche Kunstkritiken zur zeitgenössischen Malerei für die Correspondance litteraire (Salons), die an europäischen Fürstenhöfen als Orientierungshilfe beim Erwerb von Kunstwerken dienen.
http://zora.uni-trier.de:11000/entity/Q290	Diderots	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2787	art	Künste	Diderots Interesse an Fragen der Ästhetik als allgemeiner Theorie der Künste und ihrer Beziehungen untereinander (in Diskussion u.a. mit dem Bildhauer Etienne Falconet) sowie ihrer anthropologischen Voraussetzungen ist deutlicher konturiert als bei den anderen >philosophes<.
http://zora.uni-trier.de:11000/entity/Q2310	Le fi ls naturel ou Les epreuves de la vertu, comedie en cinq actes, et en prose, avec l'histoire veritable de la piece	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2830	comédie	komödienhaft	Diderots erstes Drama erscheint 1757 unter dem Titel Le fi ls naturel ou Les epreuves de la vertu, comedie en cinq actes, et en prose, avec l'histoire veritable de la piece, Die »histoire veritable« umfasst die Rahmenerzählung sowie die Entretiens sur Le fi ls naturel unter dem Titel Dorval et moi. In dem mehrteiligen Text geht es um die Poetik des bürgerlichen Trauerspiels, zugleich aber auch um Fik-tionalität als solche. Faktizität und Fiktionalität werden in einem Wechselspiel von Illusionsbildung und Illusionsdurchbrechung gegeneinander ausgespielt. Der Ich-Erzähler (Moi) signalisiert seine Identität mit dem realen Diderot unverkennbar, indem er sich als Herausgeber der Encyclopedie ausgibt; er hat Paris verlassen, um sich auf dem Land zu erholen. Dort trifft er auf Dorval, so erzählt er, von dessen tragischer Familiengeschichte man ihm bereits berichtet habe. Er und Dor-val verspüren eine sonderbare Vertrautheit miteinander. Dorval hat seine Lebensgeschichte in ein Drama gefasst, das er mit den Familienmitgliedern im Salon des Landhauses aufführen will. Er bietet dem Erzähler an, diesem Ereignis als heimlicher Zuschauer beizuwohnen. Das Drama wird in Anwesenheit des Erzählers inszeniert, aber nicht zu Ende gebracht, weil alle Familienmitglieder, die ja ihre eigene Vergangenheit spielen, in Tränen der Rührung ausbrechen. Da der Erzähler die Schlussszene und damit die Auflösung des Stückes - wie den realen Ausgang der Familiengeschichte Dorvals - nicht kennt, bittet er Dorval später, ihm das Manuskript zu überlassen. Das Drama stellt gewissermaßen den Prototyp des >genre serieux< dar, über dessen Poetik der Erzähler an drei Tagen mit Dorval diskutiert. In ihren Dialogen (»Entretiens«) geht es um das konkrete Drama und die Prinzipien der Dorvalschen Dramenpoetik und damit um Diderots >genre se-rieux<, das Dorval als Diderots Alter Ego gegen die Einwände des Erzählers zu rechtfertigen sucht. Diese Dopplung spiegelt die Zwitterhaftigkeit des >genre serieux< als Mischgattung zwischen Komödie und Tragödie; zugleich wird der Anspruch des Dramas auf Authentizität als reale Lebensgeschichte suspendiert.
http://zora.uni-trier.de:11000/entity/Q2310	Le fi ls naturel ou Les epreuves de la vertu, comedie en cinq actes, et en prose, avec l'histoire veritable de la piece	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3107	tragédie	tragischer	Diderots erstes Drama erscheint 1757 unter dem Titel Le fi ls naturel ou Les epreuves de la vertu, comedie en cinq actes, et en prose, avec l'histoire veritable de la piece, Die »histoire veritable« umfasst die Rahmenerzählung sowie die Entretiens sur Le fi ls naturel unter dem Titel Dorval et moi. In dem mehrteiligen Text geht es um die Poetik des bürgerlichen Trauerspiels, zugleich aber auch um Fik-tionalität als solche. Faktizität und Fiktionalität werden in einem Wechselspiel von Illusionsbildung und Illusionsdurchbrechung gegeneinander ausgespielt. Der Ich-Erzähler (Moi) signalisiert seine Identität mit dem realen Diderot unverkennbar, indem er sich als Herausgeber der Encyclopedie ausgibt; er hat Paris verlassen, um sich auf dem Land zu erholen. Dort trifft er auf Dorval, so erzählt er, von dessen tragischer Familiengeschichte man ihm bereits berichtet habe. Er und Dor-val verspüren eine sonderbare Vertrautheit miteinander. Dorval hat seine Lebensgeschichte in ein Drama gefasst, das er mit den Familienmitgliedern im Salon des Landhauses aufführen will. Er bietet dem Erzähler an, diesem Ereignis als heimlicher Zuschauer beizuwohnen. Das Drama wird in Anwesenheit des Erzählers inszeniert, aber nicht zu Ende gebracht, weil alle Familienmitglieder, die ja ihre eigene Vergangenheit spielen, in Tränen der Rührung ausbrechen. Da der Erzähler die Schlussszene und damit die Auflösung des Stückes - wie den realen Ausgang der Familiengeschichte Dorvals - nicht kennt, bittet er Dorval später, ihm das Manuskript zu überlassen. Das Drama stellt gewissermaßen den Prototyp des >genre serieux< dar, über dessen Poetik der Erzähler an drei Tagen mit Dorval diskutiert. In ihren Dialogen (»Entretiens«) geht es um das konkrete Drama und die Prinzipien der Dorvalschen Dramenpoetik und damit um Diderots >genre se-rieux<, das Dorval als Diderots Alter Ego gegen die Einwände des Erzählers zu rechtfertigen sucht. Diese Dopplung spiegelt die Zwitterhaftigkeit des >genre serieux< als Mischgattung zwischen Komödie und Tragödie; zugleich wird der Anspruch des Dramas auf Authentizität als reale Lebensgeschichte suspendiert.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3119	vérité	Wahrheit	In De la poesie dramatique erläutert Diderot 1758, die ganze Poetik des Fils naturel nebst Paratexten bestehe darin, Wahrheit und Fiktion zu parallelisieren, wozu es >einer Art Roman< bedurft habe, eben jener »histoire veritable«.
http://zora.uni-trier.de:11000/entity/Q2310	Fils naturel	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3119	vérité	Wahrheit	In De la poesie dramatique erläutert Diderot 1758, die ganze Poetik des Fils naturel nebst Paratexten bestehe darin, Wahrheit und Fiktion zu parallelisieren, wozu es >einer Art Roman< bedurft habe, eben jener »histoire veritable«.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2944	imagination	Fiktion	In De la poesie dramatique erläutert Diderot 1758, die ganze Poetik des Fils naturel nebst Paratexten bestehe darin, Wahrheit und Fiktion zu parallelisieren, wozu es >einer Art Roman< bedurft habe, eben jener »histoire veritable«.
http://zora.uni-trier.de:11000/entity/Q2310	Fils naturel	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2944	imagination	Fiktion	In De la poesie dramatique erläutert Diderot 1758, die ganze Poetik des Fils naturel nebst Paratexten bestehe darin, Wahrheit und Fiktion zu parallelisieren, wozu es >einer Art Roman< bedurft habe, eben jener »histoire veritable«.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	Dass der Ich-Erzähler und Dorval zwei Seiten des Autors Diderot darstellen, liegt ebenso auf der Hand wie in Le neveu de Rameau die Doppelgestalt seiner unter dem Einfluss Humes stehenden Überlegungen zu Ethik und Moral in den Antagonisten >Moi< und Jean-Fran^ois Rameau, dem bürgerlichen Aufklärer und seinem genialischen, amoralischen und sozial heimatlosen Gegenspieler.
http://zora.uni-trier.de:11000/entity/Q963	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3039	philosophie	philosophische Positionen	Wie schon in Voltaires Candide, werden auch in diesem Roman philosophische Positionen auf die lebensweltliche Probe gestellt.
http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2953	ironie	Ironie	Diderot verdankt das Humoristische, die erzählerische Ironie dieses Werkes zu einem nicht unerheblichen Teil den genannten Vorlagen, treibt seine Erzählhaltung aber zu erstaunlicher Virtuosität.
http://zora.uni-trier.de:11000/entity/Q826	Jean-Jacques Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2901	État	staats-, geschichts- und moralphilosophischen Schriften	Jean-Jacques Rousseau: Von den Ursprüngen erzählen Dank seiner staats-, geschichts- und moralphilosophischen Schriften zählt Jean-Jacques Rousseau zu den bedeutendsten Philosophen der Aufklärung.
http://zora.uni-trier.de:11000/entity/Q826	Jean-Jacques Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2933	histoire	geschichts- und moralphilosophischen Schriften	Jean-Jacques Rousseau: Von den Ursprüngen erzählen Dank seiner staats-, geschichts- und moralphilosophischen Schriften zählt Jean-Jacques Rousseau zu den bedeutendsten Philosophen der Aufklärung.
http://zora.uni-trier.de:11000/entity/Q826	Jean-Jacques Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralphilosophischen Schriften	Jean-Jacques Rousseau: Von den Ursprüngen erzählen Dank seiner staats-, geschichts- und moralphilosophischen Schriften zählt Jean-Jacques Rousseau zu den bedeutendsten Philosophen der Aufklärung.
http://zora.uni-trier.de:11000/entity/Q826	Jean-Jacques Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2791	autobiographie	Autobiographie	Jean-Jacques Rousseau: Von den Ursprüngen erzählen Dank seiner staats-, geschichts- und moralphilosophischen Schriften zählt Jean-Jacques Rousseau zu den bedeutendsten Philosophen der Aufklärung. Zugleich ist er einer der profiliertesten und einflussreichsten Aufklärungskritiker. Seine literarischen Werke markieren den Übergang von der Empfindsamkeit zur Romantik und zeitigen unmittelbar, aber auch langfristig europaweit Wirkung.
http://zora.uni-trier.de:11000/entity/Q826	Jean-Jacques Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2792	autoréflexivité	selbstreflexiven Spätschriften	Jean-Jacques Rousseau: Von den Ursprüngen erzählen Dank seiner staats-, geschichts- und moralphilosophischen Schriften zählt Jean-Jacques Rousseau zu den bedeutendsten Philosophen der Aufklärung. Zugleich ist er einer der profiliertesten und einflussreichsten Aufklärungskritiker. Seine literarischen Werke markieren den Übergang von der Empfindsamkeit zur Romantik und zeitigen unmittelbar, aber auch langfristig europaweit Wirkung.
http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3155	théâtre	Theatertheorie	Die Lettre a d’Alembert sur son article Geneve (auch Lettre sur les spectacles) 1758) enthält Rousseaus Theatertheorie und seine Theorie des republikanischen Festes, welche sich in den großen revolutionären Volksfesten verwirklichen wird.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3082	science	Wissenschaften	Rousseau zufolge haben Wissenschaften und Künste in der Gegenwart offenkundig einen Höhepunkt erreicht, im Laufe ihrer Entwicklung aber den gesellschaftlichen und moralischen Fortschritt keineswegs befördert, sondern vielmehr der Tugend und der Freiheit geschadet.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2787	art	Künste	Rousseau zufolge haben Wissenschaften und Künste in der Gegenwart offenkundig einen Höhepunkt erreicht, im Laufe ihrer Entwicklung aber den gesellschaftlichen und moralischen Fortschritt keineswegs befördert, sondern vielmehr der Tugend und der Freiheit geschadet.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3120	vertu	Tugend	Rousseau zufolge haben Wissenschaften und Künste in der Gegenwart offenkundig einen Höhepunkt erreicht, im Laufe ihrer Entwicklung aber den gesellschaftlichen und moralischen Fortschritt keineswegs befördert, sondern vielmehr der Tugend und der Freiheit geschadet.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2968	liberté	Freiheit	Rousseau zufolge haben Wissenschaften und Künste in der Gegenwart offenkundig einen Höhepunkt erreicht, im Laufe ihrer Entwicklung aber den gesellschaftlichen und moralischen Fortschritt keineswegs befördert, sondern vielmehr der Tugend und der Freiheit geschadet.
http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2850	critique sociale	Zivilisationsskepsis	Dieser deutlich aufklärungskritische Einspruch just in den Jahren des Beginns der Hochaufklärung und dessen Auszeichnung durch eine Provinzakademie mögen überraschen, ganz ohne Vorbilder ist Rousseaus Zivilisationsskepsis indes nicht; zu diesen zählen Doria und Vico.
http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2822	civilisation	Zivilisationsskepsis	Dieser deutlich aufklärungskritische Einspruch just in den Jahren des Beginns der Hochaufklärung und dessen Auszeichnung durch eine Provinzakademie mögen überraschen, ganz ohne Vorbilder ist Rousseaus Zivilisationsskepsis indes nicht; zu diesen zählen Doria und Vico.
http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Menschen	Noch facettenreicher, radikaler und origineller ist Rousseaus 1755 erschienener zweiter Discours: Discours sur l’origine et les fondements de l’inegalite parmi les hommes (Discours sur l’inegalite), wiederum eine Antwort auf eine von der Akademie von Dijon ausgeschriebene Preisfrage, für die Rousseau aber nicht ausgezeichnet wird. Die Schrift wird schon 1756 von Moses Mendelssohn ins Deutsche übersetzt und beeinflusst maßgeblich die in der Folge einsetzende Debatte über die Möglichkeit der unendlichen Vervollkommnung des Menschen.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Mensch	Rousseau fragt, wie der Mensch zu dem wurde, was er heute ist.
http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2902	état de nature	Naturzustandes	Mit dieser Charakterisierung des ursprünglichen Naturzustandes unterscheidet sich Rousseaus Konzept deutlich von der naturrechtlichen Tradition, die in der Formulierung der Preisfrage mit thematisiert ist.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3090	société	Vergesellschaftung	In der natürlichen >pitie< des Menschen wurzelt Rousseau zufolge seine Fähigkeit und Bereitschaft zur Vergesellschaftung, und seine >perfectibilite< ermögliche die geschichtliche Menschwerdung und den Fortschritt.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3054	progrès	Fortschritt	In der natürlichen >pitie< des Menschen wurzelt Rousseau zufolge seine Fähigkeit und Bereitschaft zur Vergesellschaftung, und seine >perfectibilite< ermögliche die geschichtliche Menschwerdung und den Fortschritt.
http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2965	langue	Sprache	In der natürlichen >pitie< des Menschen wurzelt Rousseau zufolge seine Fähigkeit und Bereitschaft zur Vergesellschaftung, und seine >perfectibilite< ermögliche die geschichtliche Menschwerdung und den Fortschritt. Mit der Selbstkonstituierung der Menschheit, mit dem Entstehen von Sprache, Moral, Religiosität, Institutionen und Staatlichkeit beginne aber zugleich ein verhängnisvoller destruktiver Prozess, der den Menschen langfristig förmlich zum Tyrannen seiner selbst und der Natur mache.
